,City Name,Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Max Temp,Date
287,Dombarovskiy,70.14,77,36,4.38,50.76,59.54,RU,70.14,1533524933
288,Verkhovazhye,59.34,100,80,8.97,60.75,42.05,RU,59.34,1533524934
289,Sawtell,77.0,38,20,16.11,-30.38,153.1,AU,77.0,1533522600
290,Margate,55.4,66,75,10.29,-43.03,147.26,AU,55.4,1533522600
291,Piney Green,76.12,88,1,4.7,35.09,-78.48,US,78.8,1533524100
292,Bay Roberts,53.6,100,90,16.11,47.58,-53.28,CA,53.6,1533520800
293,Aleksandrov Gay,73.56,63,0,3.94,50.14,48.57,RU,73.56,1533524936
294,Bambous Virieux,68.0,64,20,9.17,-20.34,57.76,MU,68.0,1533520800
295,Mango,78.8,65,0,4.7,44.69,8.15,IT,78.8,1533523800
296,Grindavik,51.08,93,0,9.17,63.84,-22.43,IS,51.8,1533522600
297,Menongue,57.09,54,0,3.94,-14.66,17.68,AO,57.09,1533524937
298,Aitape,81.57,94,64,4.16,-3.15,142.36,PG,81.57,1533524937
299,Rio Grande,47.73,96,0,5.28,-32.03,-52.1,BR,47.73,1533524848
300,Sturgeon Falls,66.2,100,90,6.93,46.36,-79.93,CA,66.2,1533523200
301,Gigmoto,83.37,98,80,14.23,13.78,124.39,PH,83.37,1533524939
302,Vikhorevka,66.2,72,40,13.42,56.12,101.17,RU,66.2,1533522600
303,Kavieng,75.27,100,92,5.06,-2.57,150.8,PG,75.27,1533524940
304,Bushehr,87.75,66,0,2.71,28.97,50.84,IR,89.6,1533522600
305,Samarinda,88.5,64,8,4.5,-0.5,117.14,ID,88.5,1533524940
306,Asyut,77.0,50,0,4.7,27.18,31.19,EG,77.0,1533520800
307,Chumikan,56.37,84,88,6.06,54.72,135.31,RU,56.37,1533524941
308,Tarakan,85.53,85,8,5.95,3.3,117.63,ID,85.53,1533524942
309,Moron,75.2,94,40,2.26,10.49,-68.2,VE,75.2,1533520800
310,Zhaoqing,87.69,78,24,3.71,23.05,112.47,CN,87.69,1533524942
311,San Carlos de Bariloche,41.0,93,75,6.93,-41.13,-71.31,AR,41.0,1533522480
312,Bethel,55.4,100,90,17.22,60.79,-161.76,US,55.4,1533520980
313,Iskateley,52.41,86,64,9.19,67.68,53.15,RU,52.41,1533524944
314,Fortuna,82.38,48,20,2.24,38.18,-1.13,ES,84.2,1533522600
315,Zaysan,71.49,49,64,2.93,47.47,84.87,KZ,71.49,1533524946
316,Lorengau,77.79,100,92,6.4,-2.02,147.27,PG,77.79,1533524946
317,Chistoye,62.6,93,20,6.71,56.54,43.0,RU,62.6,1533522600
318,Labuhan,83.82,71,8,4.16,-2.54,115.51,ID,83.82,1533524900
319,Makushino,64.74,67,20,11.77,55.21,67.25,RU,64.74,1533524947
320,Troitsko-Pechorsk,56.73,69,64,5.17,62.71,56.19,RU,56.73,1533524947
321,Kranea Elassonos,67.08,63,48,1.14,39.95,21.97,GR,67.08,1533524948
322,Dera Bugti,87.24,53,20,4.38,29.03,69.15,PK,87.24,1533524948
323,Te Anau,47.91,89,0,3.38,-45.41,167.72,NZ,47.91,1533524949
324,Taoudenni,84.54,43,76,5.28,22.68,-3.98,ML,84.54,1533524840
325,Moscow,60.8,88,0,8.95,55.75,37.62,RU,62.6,1533522600
326,Meulaboh,80.04,100,8,1.7,4.14,96.13,ID,80.04,1533524950
327,Cayenne,73.4,100,20,5.95,4.94,-52.33,GF,73.4,1533522600
328,Pagsabangan,87.8,62,75,12.75,7.48,125.75,PH,87.8,1533520800
329,Talnakh,45.93,89,68,5.28,69.49,88.39,RU,45.93,1533524875
330,Zhangye,63.84,100,100,4.38,38.94,100.46,CN,63.84,1533524951
331,Norman Wells,68.0,64,90,6.93,65.28,-126.83,CA,68.0,1533520800
332,Golden,57.36,65,0,1.59,51.3,-116.96,CA,57.36,1533524952
333,Tautira,82.4,65,40,11.41,-17.73,-149.15,PF,82.4,1533524400
334,La Union,69.69,92,20,1.92,14.97,-89.29,GT,69.69,1533524953
335,Tulungagung,81.21,48,0,8.41,-8.06,111.9,ID,81.21,1533524954
336,Santiago del Estero,61.41,38,0,14.23,-27.8,-64.26,AR,61.41,1533524954
337,Malanje,57.63,96,0,2.82,-9.54,16.35,AO,57.63,1533524955
338,Santa Isabel do Rio Negro,79.59,76,48,4.61,-0.41,-65.02,BR,79.59,1533524955
339,Victor Harbor,48.2,81,75,17.22,-35.55,138.62,AU,48.2,1533522120
340,Pierreville,72.84,75,0,9.53,46.07,-72.81,CA,72.84,1533524956
341,Lokosovo,57.63,81,20,4.27,61.13,74.84,RU,57.63,1533524956
342,Gravelbourg,64.74,79,12,2.15,49.88,-106.56,CA,64.74,1533524957
343,Harlingen,82.11,94,1,6.93,26.19,-97.7,US,84.2,1533524100
344,Karwar,71.31,99,92,4.05,14.8,74.13,IN,71.31,1533524957
345,Colomi,50.0,93,40,1.7,-17.34,-65.87,BO,50.0,1533520800
346,Nantucket,73.45,88,1,6.93,41.28,-70.1,US,75.2,1533522900
347,Nago,69.01,78,20,2.24,45.88,10.89,IT,77.0,1533523800
348,Goksun,77.0,69,0,12.75,38.02,36.5,TR,77.0,1533520200
349,Estrela,40.26,85,0,2.15,-29.5,-51.96,BR,40.26,1533524959
350,Westport,59.79,98,92,12.21,53.8,-9.52,IE,59.79,1533524862
351,Goroka,65.73,87,48,0.92,-6.07,145.39,PG,65.73,1533524960
352,Amberieu-en-Bugey,70.11,64,0,9.17,45.96,5.34,FR,73.4,1533524400
353,Tefe,73.74,96,36,5.17,-3.35,-64.71,BR,73.74,1533524883
354,Ostrovnoy,48.99,100,48,7.96,68.05,39.51,RU,48.99,1533524846
355,Tyukalinsk,62.22,66,0,10.54,55.87,72.2,RU,62.22,1533524962
356,Vardo,77.54,94,1,3.36,39.62,-77.74,US,82.4,1533524100
357,Baghdad,85.93,29,0,9.17,33.3,44.38,IQ,87.8,1533520800
358,Orotukan,56.73,90,24,3.6,62.26,151.67,RU,56.73,1533524964
359,Sokoni,55.56,58,0,6.62,-12.89,28.78,CD,55.56,1533524964
360,Tretten,40.62,70,0,2.15,61.31,10.3,NO,40.62,1533524964
361,Fernley,79.65,13,20,14.99,39.61,-119.25,US,82.4,1533524160
362,La Rioja,50.34,81,0,6.96,-29.41,-66.86,AR,50.34,1533524965
363,Xuddur,67.53,91,0,8.63,4.12,43.89,SO,67.53,1533524965
364,Marzuq,65.01,68,88,2.48,14.4,46.47,YE,65.01,1533524966
365,Saint Anthony,72.23,33,1,5.82,43.97,-111.68,US,77.0,1533520560
366,Jardim,59.61,99,92,5.73,-21.48,-56.15,BR,59.61,1533524721
367,Ponta do Sol,57.09,87,44,2.59,-20.63,-46.0,BR,57.09,1533524967
368,Chicama,60.96,94,0,3.94,-7.84,-79.15,PE,60.96,1533524967
369,Pinsk,64.11,78,76,6.85,52.11,26.1,BY,64.11,1533524968
370,Sharan,64.11,75,0,3.38,33.15,68.78,AF,64.11,1533524968
371,Touba,75.63,88,48,8.52,14.86,-15.88,SN,75.63,1533524969
372,Saint-Jean-de-Maurienne,68.0,82,0,8.05,45.28,6.35,FR,68.0,1533524400
373,Azul,45.84,85,36,7.07,-36.78,-59.86,AR,45.84,1533524970
374,Biak,80.67,82,56,8.19,-0.91,122.88,ID,80.67,1533524970
375,Vostok,74.64,66,0,2.82,46.45,135.83,RU,74.64,1533524887
376,Llanes,58.89,70,0,2.82,43.42,-4.75,ES,58.89,1533524971
377,Nizhniy Kuranakh,58.71,56,0,3.6,58.84,125.49,RU,58.71,1533524971
378,Zhigalovo,66.81,78,24,4.61,54.81,105.15,RU,66.81,1533524972
379,Sept-Iles,60.8,100,90,4.7,50.2,-66.38,CA,60.8,1533520800
380,Lakes Entrance,58.26,61,0,13.78,-37.88,147.99,AU,58.26,1533524972
381,Litovko,80.22,57,0,5.28,49.24,135.18,RU,80.22,1533524972
382,Gamovo,62.6,88,75,5.39,57.87,56.11,RU,62.6,1533522600
383,Kaeo,57.54,80,80,6.73,-35.1,173.78,NZ,57.54,1533524973
384,Turtas,59.52,63,64,5.95,58.94,69.13,RU,59.52,1533524974
385,Clifton Springs,75.79,78,1,4.7,42.96,-77.14,US,77.0,1533524040
386,Vila Velha,80.6,78,75,13.87,-3.71,-38.6,BR,80.6,1533524400
387,Ilulissat,42.8,70,0,3.36,69.22,-51.1,GL,42.8,1533523800
388,Hashtrud,56.82,70,0,3.04,37.48,47.05,IR,56.82,1533524975
389,Nicoya,78.8,78,0,3.36,10.15,-85.45,CR,78.8,1533520800
390,Palu,80.94,49,8,1.92,-0.9,119.87,ID,80.94,1533524976
391,Umm Kaddadah,66.63,97,48,3.6,13.6,26.69,SD,66.63,1533524901
392,Lewistown,78.49,94,1,5.82,40.39,-90.15,US,82.4,1533522900
393,Hope,78.8,54,1,6.93,49.38,-121.43,CA,78.8,1533524400
394,Selcuk,74.05,83,0,2.48,37.95,27.37,TR,75.2,1533523800
395,Sancti Spiritus,81.57,74,56,12.21,21.93,-79.44,CU,81.57,1533524978
396,Aksu,66.2,59,0,11.18,52.04,76.93,KZ,66.2,1533522600
397,Algiers,81.7,88,1,7.18,29.94,-90.04,US,84.2,1533522900
398,ChengDe,79.95,76,36,3.71,40.97,117.93,CN,79.95,1533524979
399,Krasnoye,66.2,88,0,2.24,44.87,39.46,RU,66.2,1533522600
400,Mont-Dore,75.2,53,0,14.99,-22.23,166.53,NC,75.2,1533524400
401,Hangu,77.97,77,0,2.93,33.53,71.06,PK,77.97,1533524711
402,Kamenskiy,70.86,71,0,10.31,50.89,45.49,RU,70.86,1533524981
403,Tepoztlan,57.25,82,90,10.29,18.98,-99.1,MX,60.8,1533522540
404,Kruisfontein,50.97,94,0,6.85,-34.0,24.73,ZA,50.97,1533524982
405,Inhambane,68.43,100,0,10.2,-23.87,35.38,MZ,68.43,1533524982
406,Verkhoyansk,62.31,46,0,8.63,67.55,133.39,RU,62.31,1533524983
407,Sinjai,80.67,76,48,4.16,-5.12,120.25,ID,80.67,1533524983
408,Pevek,46.74,88,20,6.96,69.7,170.27,RU,46.74,1533524984
409,Oussouye,77.0,94,75,4.7,12.49,-16.54,SN,77.0,1533520800
410,Sobolevo,62.58,93,36,8.3,54.43,31.9,RU,62.58,1533524984
411,Longyearbyen,41.0,100,90,3.36,78.22,15.63,NO,41.0,1533523800
412,Aykhal,60.69,52,0,8.86,65.95,111.51,RU,60.69,1533524986
413,Gulbene,62.4,81,88,8.75,57.18,26.75,LV,62.4,1533524986
414,Torfyanoy,64.2,90,48,8.63,58.49,49.2,RU,64.2,1533524986
415,Mariestad,59.0,54,68,5.82,58.71,13.82,SE,59.0,1533523800
416,Mount Isa,69.8,15,24,16.11,-20.73,139.49,AU,69.8,1533522600
417,Tevaitoa,80.13,97,24,13.22,-16.78,-151.5,PF,80.13,1533524987
418,Basco,79.5,74,1,3.36,40.33,-91.2,US,82.4,1533522900
419,Sao Gabriel da Cachoeira,76.26,91,64,1.59,-0.13,-67.09,BR,76.26,1533524965
420,Tilichiki,52.32,91,92,8.75,60.47,166.1,RU,52.32,1533524870
421,Uncia,12.45,69,0,2.59,-18.47,-66.57,BO,12.45,1533524989
422,San Policarpo,86.16,85,56,15.35,12.18,125.51,PH,86.16,1533524989
423,Isiro,67.44,97,24,2.15,2.77,27.62,CD,67.44,1533524990
424,Galesong,86.0,48,20,2.24,-5.32,119.37,ID,86.0,1533524400
425,Boyuibe,51.24,90,64,2.37,-20.43,-63.28,BO,51.24,1533524990
426,Tual,79.77,99,32,8.86,-5.67,132.75,ID,79.77,1533524991
427,Hofn,48.54,100,92,15.12,64.25,-15.21,IS,48.54,1533524991
428,Veranopolis,38.55,84,36,2.71,-28.94,-51.55,BR,38.55,1533524991
429,Luanda,65.82,97,0,3.71,-8.83,13.24,AO,65.82,1533524861
430,Villarrica,45.12,96,92,8.86,-39.28,-72.23,CL,45.12,1533524992
431,Muisne,73.11,96,92,4.38,0.61,-80.02,EC,73.11,1533524993
432,Juli,25.59,100,0,2.82,-16.21,-69.46,PE,25.59,1533524993
433,Geraldton,60.8,100,40,4.94,49.72,-86.95,CA,60.8,1533520800
434,Erattupetta,78.8,88,40,2.82,9.69,76.78,IN,78.8,1533522600
435,Nador,73.09,88,0,2.24,35.17,-2.93,MA,77.0,1533522600
436,Beringovskiy,51.96,100,92,5.28,63.05,179.32,RU,51.96,1533524994
437,San Patricio,41.88,83,0,2.26,-26.98,-56.83,PY,41.88,1533524877
438,Carnwath,58.46,100,0,5.82,55.7,-3.63,GB,60.8,1533523800
439,Awbari,88.77,17,92,5.06,26.59,12.77,LY,88.77,1533524995
440,Baruun-Urt,73.11,79,0,4.72,46.68,113.28,MN,73.11,1533524996
441,Shenzhen,88.81,55,20,5.82,22.54,114.05,CN,91.4,1533524400
442,Novobirilyussy,57.27,77,0,4.16,56.95,90.69,RU,57.27,1533524996
443,Chik Ballapur,70.63,100,75,17.22,13.43,77.72,IN,71.6,1533522600
444,Crotone,79.32,100,0,5.73,39.09,17.12,IT,79.32,1533524997
445,Rudnaya Pristan,71.94,58,0,2.82,44.36,135.82,RU,71.94,1533524997
446,Hasaki,81.45,88,75,3.36,35.73,140.83,JP,82.4,1533523320
447,Touros,77.52,83,68,14.0,-5.2,-35.46,BR,77.52,1533524810
448,Punta de Piedra,69.69,99,24,2.15,7.62,-71.49,VE,69.69,1533524999
449,Gravdal,55.4,93,92,5.82,59.79,5.78,NO,55.4,1533523800
450,Hun,62.6,67,0,4.7,50.34,4.87,BE,64.4,1533523800
451,Dongobesh,44.31,97,0,3.49,-4.07,35.37,TZ,44.31,1533525000
452,Beisfjord,53.6,81,92,5.82,68.38,17.6,NO,53.6,1533523800
453,Ikwiriri,62.67,93,0,2.37,-7.96,38.99,TZ,62.67,1533525001
454,Stettler,67.8,63,0,2.59,52.32,-112.71,CA,67.8,1533524875
455,Trnava,65.3,100,12,2.24,48.38,17.59,SK,66.2,1533524400
456,Virginia Beach,76.69,83,1,5.39,36.85,-75.98,US,80.6,1533524340
457,Goma,55.2,93,20,4.61,-1.67,29.23,CD,55.2,1533525002
458,San Vicente,79.7,94,20,2.48,13.64,-88.78,SV,82.4,1533520200
459,Mbandaka,71.49,97,64,2.93,0.05,18.26,CD,71.49,1533525006
460,Anchorage,64.38,82,90,3.36,61.22,-149.89,US,66.2,1533520920
461,Maragogi,70.86,97,56,4.61,-9.01,-35.22,BR,70.86,1533525007
462,Mahon,53.6,93,75,6.93,51.89,-8.4,IE,53.6,1533522600
463,Suure-Jaani,60.24,88,12,12.21,58.54,25.46,EE,60.24,1533525008
464,Cabo San Lucas,89.37,54,20,11.41,22.89,-109.91,MX,93.2,1533520200
465,Suruc,73.4,49,0,3.36,36.98,38.42,TR,73.4,1533522000
466,Bojnurd,73.4,83,40,2.59,37.47,57.33,IR,73.4,1533520800
467,Novyy Urengoy,51.69,89,8,6.51,66.08,76.63,RU,51.69,1533525010
468,Aklavik,55.4,71,75,3.36,68.22,-135.01,CA,55.4,1533520800
469,Havre-Saint-Pierre,59.0,93,75,2.24,50.23,-63.6,CA,59.0,1533520800
470,Yumen,71.04,66,36,5.84,40.29,97.04,CN,71.04,1533525011
471,Egvekinot,53.22,54,92,3.27,66.32,-179.17,RU,53.22,1533525011
472,Langsa,79.77,86,0,0.81,4.47,97.97,ID,79.77,1533525011
473,Boffa,72.39,100,92,3.71,10.18,-14.04,GN,72.39,1533525012
474,Buchanan,73.4,94,75,4.94,5.88,-10.05,LR,73.4,1533522600
475,Terrace Bay,54.66,88,48,5.39,48.78,-87.1,CA,54.66,1533525012
476,Romny,63.57,88,0,2.82,50.74,33.49,UA,63.57,1533525013
477,Amahai,78.78,100,88,8.86,-3.31,129.0,ID,78.78,1533525013
478,North Platte,71.6,100,75,6.93,41.12,-100.77,US,71.6,1533523980
479,Zhongshu,63.21,99,92,3.49,24.52,103.77,CN,63.21,1533525014
480,Atikokan,65.1,85,36,5.17,48.76,-91.62,CA,65.1,1533525015
481,Ambon,66.2,77,0,3.36,47.55,-2.56,FR,66.2,1533524400
482,Lishui,85.62,74,32,2.37,28.45,119.91,CN,85.62,1533525015
483,Klyuchi,68.16,50,0,8.63,52.25,79.17,RU,68.16,1533524771
484,Rieti,58.89,93,0,1.92,42.4,12.86,IT,58.89,1533525016
485,Chapais,69.8,83,1,6.93,49.78,-74.86,CA,69.8,1533520800
486,Namatanai,79.41,100,92,6.62,-3.66,152.44,PG,79.41,1533525017
487,Ancud,49.35,98,92,5.39,-41.87,-73.83,CL,49.35,1533524733
488,Mahibadhoo,83.37,99,80,12.21,3.78,72.97,MV,83.37,1533525017
489,Krasnoyarsk,57.2,62,20,4.47,56.01,92.87,RU,57.2,1533522600
490,Ambunti,81.3,83,88,2.59,-4.22,142.82,PG,81.3,1533525018
491,Jasper,77.0,100,0,1.36,33.83,-87.28,US,78.8,1533522900
492,Moche,62.22,100,12,13.0,-8.17,-79.01,PE,62.22,1533525019
493,Nandura,77.61,90,92,9.98,20.83,76.46,IN,77.61,1533525020
494,Okha,78.51,50,0,13.78,53.59,142.95,RU,78.51,1533524886
495,Petrovsk,74.01,69,12,0.36,52.31,45.39,RU,74.01,1533525021
496,Harper,80.64,51,1,10.42,30.3,-99.24,US,82.4,1533524100
497,Daru,70.41,99,92,3.94,7.99,-10.85,SL,70.41,1533525022
498,Grafton,67.62,62,32,8.63,-29.69,152.93,AU,67.62,1533525022
499,Wilmington,78.13,74,40,6.93,39.75,-75.55,US,84.2,1533524100
500,Tahe,63.21,76,92,3.38,52.34,124.71,CN,63.21,1533525023
501,Lhokseumawe,86.79,88,32,6.17,5.18,97.15,ID,86.79,1533525024
502,Nemuro,59.0,82,75,5.82,43.32,145.57,JP,59.0,1533520800
503,Letlhakeng,53.4,28,0,8.97,-24.1,25.03,BW,53.4,1533525024
504,Szubin,59.0,82,0,8.05,53.01,17.74,PL,59.0,1533524400
505,Argostolion,74.79,39,20,3.36,38.18,20.49,GR,78.8,1533523800
506,Watsa,64.47,98,56,2.93,3.04,29.53,CD,64.47,1533525025
507,Moissala,70.77,99,92,3.94,8.34,17.77,TD,70.77,1533525026
508,Cherskiy,56.64,51,0,5.28,68.75,161.3,RU,56.64,1533525026
509,Paracatu,67.89,78,12,4.61,-17.22,-46.87,BR,67.89,1533525026
510,Gilgit,69.8,73,40,0.81,35.92,74.31,PK,69.8,1533524400
511,Aksarka,52.32,68,36,8.63,66.56,67.8,RU,52.32,1533525027
512,Birin,67.89,97,12,8.52,35.01,36.67,SY,67.89,1533525027
513,Warmbad,53.1,93,0,3.36,50.67,13.08,DE,57.2,1533524400
514,Suratgarh,92.64,53,24,11.88,29.32,73.9,IN,92.64,1533525028
515,Aden,79.95,95,8,5.5,12.79,45.03,YE,79.95,1533525029
516,Jaru,75.72,80,56,2.59,-10.43,-62.48,BR,75.72,1533525029
517,Jalu,78.51,48,0,8.3,29.03,21.55,LY,78.51,1533524853
518,Leshukonskoye,56.01,99,92,3.94,64.9,45.76,RU,56.01,1533525030
519,Karratha,65.64,18,0,17.13,-20.74,116.85,AU,65.64,1533525031
520,Liverpool,59.83,87,0,5.82,53.41,-2.98,GB,60.8,1533523800
521,Southbridge,74.41,88,1,3.36,42.08,-72.03,US,77.0,1533524160
522,Artesia,84.83,30,1,14.99,32.84,-104.4,US,86.0,1533524100
523,Shingu,91.4,63,20,14.99,33.72,135.99,JP,91.4,1533520800
524,Manzhouli,75.09,76,8,6.4,49.6,117.43,CN,75.09,1533525033
525,Tam Ky,91.4,63,20,4.7,15.57,108.48,VN,91.4,1533522600
526,Gazanjyk,78.87,72,0,5.39,39.24,55.52,TM,78.87,1533525033
527,Issia,70.32,89,76,4.61,6.49,-6.58,CI,70.32,1533525034
528,Kumluca,52.86,84,8,1.59,36.37,30.29,TR,52.86,1533525034
529,Provost,66.81,73,0,3.38,52.35,-110.26,CA,66.81,1533525035
530,Chippewa Falls,73.38,83,1,3.36,44.94,-91.39,US,75.2,1533524160
531,Fairbanks,60.17,87,90,9.17,64.84,-147.72,US,60.8,1533520740
532,Akdepe,80.1,47,0,13.87,42.05,59.39,TM,82.4,1533522600
533,Tshikapa,66.72,85,0,2.15,-6.42,20.79,CD,66.72,1533525036
534,Osakarovka,71.76,65,44,7.63,50.56,72.58,KZ,71.76,1533525037
535,Poum,57.2,87,0,4.7,41.28,20.71,MK,57.2,1533524400
536,Jinchang,62.4,98,100,2.93,38.52,102.19,CN,62.4,1533525037
537,Lixourion,74.77,39,20,3.36,38.2,20.43,GR,78.8,1533523800
538,Vanavara,57.54,94,92,7.74,60.35,102.28,RU,57.54,1533525038
539,Maxixe,68.43,100,0,10.2,-23.86,35.35,MZ,68.43,1533525038
540,Pensilvania,66.27,95,44,1.14,5.38,-75.16,CO,66.27,1533525039
541,Obra,77.52,98,92,5.5,24.47,82.99,IN,77.52,1533525039
542,Bom Jesus,77.0,78,20,5.82,-5.99,-35.58,BR,77.0,1533520800
543,Vanimo,81.75,100,76,6.96,-2.67,141.3,PG,81.75,1533525041
544,Kibuye,55.2,93,20,4.61,-2.07,29.35,RW,55.2,1533525041
545,Bon Air,71.58,100,1,2.37,37.52,-77.56,US,73.4,1533524160
546,Honningsvag,46.4,93,75,8.05,70.98,25.97,NO,46.4,1533523800
547,Jacareacanga,77.97,82,0,1.92,-6.22,-57.76,BR,77.97,1533525043
548,Fez,78.8,31,0,3.36,34.03,-5.02,MA,78.8,1533522600
549,Ayutla,60.42,100,92,2.71,20.13,-104.35,MX,60.42,1533525044
550,Spas,60.8,93,0,2.24,50.05,24.48,UA,60.8,1533522600
551,Baza,57.81,82,0,1.59,37.49,-2.77,ES,57.81,1533525044
552,Umm Lajj,77.16,100,8,3.94,25.02,37.27,SA,77.16,1533524819
553,Kloulklubed,86.0,74,75,8.05,7.04,134.26,PW,86.0,1533523800
554,Brandfort,30.72,68,0,3.38,-28.7,26.46,ZA,30.72,1533525045
555,Thiers,68.0,72,0,1.12,45.86,3.55,FR,68.0,1533524400
556,Mozarlandia,68.97,78,0,2.71,-14.74,-50.57,BR,68.97,1533525046
557,Chiang Rai,78.8,88,75,5.82,19.9,99.84,TH,78.8,1533520800
558,Tuatapere,49.35,100,8,3.27,-46.13,167.69,NZ,49.35,1533525047
559,Miramar,71.6,68,0,9.17,10.09,-84.73,CR,71.6,1533520800
560,Grand Gaube,68.0,64,20,9.17,-20.01,57.66,MU,68.0,1533520800
561,Balabac,84.27,97,68,23.06,7.99,117.06,PH,84.27,1533525048
562,Wencheng,82.2,84,48,2.71,27.79,120.09,CN,82.2,1533525048
563,Neiafu,69.8,83,75,9.17,-18.65,-173.98,TO,69.8,1533524400
564,Mana,58.06,100,0,1.12,43.52,20.24,RS,59.0,1533524400
565,Kudahuvadhoo,80.85,100,64,9.64,2.67,72.89,MV,80.85,1533525050
566,Opuwo,50.79,59,0,3.15,-18.06,13.84,NA,50.79,1533525050
567,Xining,65.64,72,56,3.49,36.62,101.77,CN,65.64,1533525050
568,Tocache,56.01,90,48,0.58,-8.19,-76.51,PE,56.01,1533525051
569,Jining,93.99,78,8,4.61,35.41,116.58,CN,93.99,1533525051
570,Necochea,48.27,71,0,11.65,-38.55,-58.74,AR,48.27,1533525051
571,Mogadishu,75.27,100,88,14.12,2.04,45.34,SO,75.27,1533525052
572,Laredo,80.6,69,1,8.05,27.51,-99.51,US,80.6,1533524160
573,Eureka,60.06,87,1,11.41,40.8,-124.16,US,60.8,1533522900
574,Grootfontein,51.51,59,0,3.83,-19.56,18.1,NA,51.51,1533525053
575,Beyneu,71.76,74,0,4.5,45.32,55.19,KZ,71.76,1533524931
